opeid,name,address,city,state,zip,number_of_defaults,number_of_loans,default_rate
5313,NORTH CENTRAL STATE COLLEGE                                      ,2441 KENWOOD CIRCLE                               ,MANSFIELD           ,OH,44906,231,1172,19.7
5316,COASTAL CAROLINA COMMUNITY COLLEGE                               ,444 WESTERN BOULEVARD                             ,JACKSONVILLE        ,NC,28546,9,19,47.3
5317,FORSYTH TECHNICAL COMMUNITY COLLEGE                              ,2100 SILAS CREEK PARKWAY                          ,WINSTON-SALEM       ,NC,27103,33,174,18.9
5318,CATAWBA VALLEY COMMUNITY COLLEGE                                 ,2550 HIGHWAY 70 SOUTHEAST                         ,HICKORY             ,NC,28602,90,373,24.1
5320,CAPE FEAR COMMUNITY COLLEGE                                      ,411 NORTH FRONT STREET                            ,WILMINGTON          ,NC,28401,328,1473,22.2
5330,FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE                      ,175 GEORGES FAIRCHANCE ROAD                       ,UNIONTOWN           ,PA,15401,7,48,14.5
5335,CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY         ,540 NORTH HARRISON ROAD                           ,PLEASANT GAP        ,PA,16823,14,153,9.1
5339,METRO TECHNOLOGY CENTERS SCHOOL DISTRICT #22                     ,1900 SPRINGLAKE DRIVE                             ,OKLAHOMA CITY       ,OK,73111,61,310,19.6
5359,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - NASHVILLE              ,100 WHITE BRIDGE ROAD                             ,NASHVILLE           ,TN,37209,55,222,24.7
5363,DENMARK TECHNICAL COLLEGE                                        ,1126 SOLOMON BLATT BOULEVARD                      ,DENMARK             ,SC,29042,110,404,27.2
5365,YORK COUNTY SCHOOL OF TECHNOLOGY                                 ,2179 SOUTH QUEEN STREET                           ,YORK                ,PA,17402,6,60,10
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE                              ,2011 MOTTMAN ROAD SOUTHWEST                       ,OLYMPIA             ,WA,98512,105,592,17.7
5373,LAKE WASHINGTON INSTITUTE OF TECHNOLOGY                          ,11605 - 132ND AVENUE NORTHEAST                    ,KIRKLAND            ,WA,98034,93,622,14.9
5378,NORTHEAST STATE COMMUNITY COLLEGE                                ,2425 HIGHWAY 75                                   ,BLOUNTVILLE         ,TN,37617,272,1247,21.8
5380,MID-STATE TECHNICAL COLLEGE                                      ,500 32ND STREET NORTH                             ,WISCONSIN RAPIDS    ,WI,54494,166,1042,15.9
5384,NICOLET AREA TECHNICAL COLLEGE                                   ,RHINELANDER CAMPUS                 5364 COLLEGE DR,RHINELANDER         ,WI,54501,81,358,22.6
5387,NORTHCENTRAL TECHNICAL COLLEGE                                   ,1000 WEST CAMPUS DRIVE                            ,WAUSAU              ,WI,54401,220,1022,21.5
5389,GATEWAY TECHNICAL COLLEGE                                        ,3520 30TH AVENUE                                  ,KENOSHA             ,WI,53144,522,2190,23.8
5390,BLACKHAWK TECHNICAL COLLEGE                                      ,6004 S COUNTY ROAD G               P O BOX 5009   ,JANESVILLE          ,WI,53547,198,1079,18.3
5399,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT                       ,105 NEPTUNE BOULEVARD                             ,NEPTUNE             ,NJ,7753,13,136,9.5
5424,SOUTH CENTRAL CAREER CENTER                                      ,407 WEST THORNBURGH STREET                        ,WEST PLAINS         ,MO,65775,14,55,25.4
5426,SIKESTON CAREER AND TECHNOLOGY CENTER                            ,200 PINE STREET                                   ,SIKESTON            ,MO,63801,13,81,16
5429,ROLLA TECHNICAL INSTITUTE CENTER                                 ,1304 EAST 10TH STREET                             ,ROLLA               ,MO,65401,8,79,10.1
5430,POPLAR BLUFF TECHNICAL CAREER CENTER                             ,3203 OAK GROVE ROAD                               ,POPLAR BLUFF        ,MO,63901,6,31,19.3
5438,SALINE COUNTY CAREER CENTER                                      ,900 WEST VEST                                     ,MARSHALL            ,MO,65340,8,56,14.2
5448,DURHAM TECHNICAL COMMUNITY COLLEGE                               ,1637 LAWSON STREET                                ,DURHAM              ,NC,27703,19,97,19.5
5452,TETERBORO SCHOOL OF AERONAUTICS                                  ,80 MOONACHIE AVENUE                               ,TETERBORO           ,NJ,7608,19,106,17.9
5461,SALEM COMMUNITY COLLEGE                                          ,460 HOLLYWOOD AVENUE                              ,CARNEYS POINT       ,NJ,8069,18,169,10.6
5467,SOWELA TECHNICAL COMMUNITY COLLEGE                               ,3820 J BENNETT JOHNSTON AVENUE                    ,LAKE CHARLES        ,LA,70616,22,94,23.4
5498,WICHITA AREA TECHNICAL COLLEGE                                   ,4004 NORTH WEBB ROAD                              ,WICHITA             ,KS,67226,189,897,21
5499,SALINA AREA TECHNICAL COLLEGE                                    ,2562 CENTENNIAL ROAD                              ,SALINA              ,KS,67401,19,109,17.4
5500,MANHATTAN AREA TECHNICAL COLLEGE                                 ,3136 DICKENS AVENUE                               ,MANHATTAN           ,KS,66503,27,264,10.2
5519,DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE                    ,251 STONEHAVEN ROAD                               ,FALL RIVER          ,MA,2723,1,53,1.8
5523,BLUE HILLS REGIONAL TECHNICAL SCHOOL                             ,800 RANDOLPH STREET                               ,CANTON              ,MA,2021,5,44,11.3
5525,SOUTHERN MAINE COMMUNITY COLLEGE                                 ,2 FORT ROAD                                       ,SOUTH PORTLAND      ,ME,4106,292,1891,15.4
5532,CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER                      ,1080 SOUTH SILVER SPRINGS ROAD                    ,CAPE GIRARDEAU      ,MO,63703,14,70,20
5533,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE             ,235 MARSHALL AVENUE                               ,ST PAUL             ,MN,55102,666,2625,25.3
5534,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE                        ,1540 NORTHWAY DRIVE                               ,ST CLOUD            ,MN,56303,230,1871,12.2
5535,PINE TECHNICAL AND COMMUNITY COLLEGE                             ,900 FOURTH STREET SOUTHEAST                       ,PINE CITY           ,MN,55063,57,359,15.8
5537,SOUTH CENTRAL COLLEGE                                            ,1920 LEE BOULEVARD                                ,NORTH MANKATO       ,MN,56001,196,1337,14.6
5541,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE                  ,150 SECOND STREET SOUTHWEST        SUITE B        ,PERHAM              ,MN,56573,443,3117,14.2
5544,ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE                       ,1601 JEFFERSON STREET                             ,ALEXANDRIA          ,MN,56308,66,793,8.3
5594,ERWIN TECHNICAL COLLEGE                                          ,2010 EAST HILLSBOROUGH AVENUE                     ,TAMPA               ,FL,33610,8,33,24.2
5599,AUGUSTA TECHNICAL COLLEGE                                        ,3200 AUGUSTA TECH DRIVE                           ,AUGUSTA             ,GA,30906,30,137,21.8
5601,ALBANY TECHNICAL COLLEGE                                         ,1704 SOUTH SLAPPY BOULEVARD                       ,ALBANY              ,GA,31701,361,1444,25
5618,SAVANNAH TECHNICAL COLLEGE                                       ,5717 WHITE BLUFF ROAD                             ,SAVANNAH            ,GA,31405,3,13,23
5619,NORTH GEORGIA TECHNICAL COLLEGE                                  ,HIGHWAY 197 NORTH                                 ,CLARKESVILLE        ,GA,30523,14,55,25.4
5621,SOUTHERN CRESCENT TECHNICAL COLLEGE                              ,501 VARSITY ROAD                                  ,GRIFFIN             ,GA,30223,17,135,12.5
5622,GEORGIA PIEDMONT TECHNICAL COLLEGE                               ,495 NORTH INDIAN CREEK DRIVE                      ,CLARKSTON           ,GA,30021,0,0,0
5624,COLUMBUS TECHNICAL COLLEGE                                       ,928 MANCHESTER EXPRESSWAY                         ,COLUMBUS            ,GA,31904,2,12,16.6
5697,NORTHWEST - SHOALS COMMUNITY COLLEGE                             ,800 GEORGE WALLACE BOULEVARD                      ,MUSCLE SHOALS       ,AL,35662,198,852,23.2
5707,SOUTHEAST ARKANSAS COLLEGE                                       ,1900 HAZEL STREET                                 ,PINE BLUFF          ,AR,71603,94,352,26.7
5732,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE                 ,2500 SOUTH MAIN                                   ,HOPE                ,AR,71801,21,90,23.3
5752,CLOVER PARK TECHNICAL COLLEGE                                    ,"4500 STEILACOOM BOULEVARD, SW                     ",LAKEWOOD            ,WA,98499,190,1131,16.7
5753,OWENS STATE COMMUNITY COLLEGE                                    ,30335 OREGON ROAD                                 ,PERRYSBURG          ,OH,43551,1841,6994,26.3
5754,ROWAN-CABARRUS COMMUNITY COLLEGE                                 ,1333 JAKE ALEXANDER BOULEVARD SOUTH               ,SALISBURY           ,NC,28146,25,87,28.7
5757,LAKE SUPERIOR COLLEGE                                            ,2101 TRINITY ROAD                                 ,DULUTH              ,MN,55811,230,1545,14.8
5759,NORTHWEST TECHNICAL COLLEGE - BEMIDJI                            ,905 GRANT AVENUE SOUTHEAST                        ,BEMIDJI             ,MN,56601,86,518,16.6
5760,NORTHERN MAINE COMMUNITY COLLEGE                                 ,33 EDGEMONT DRIVE                                 ,PRESQUE ISLE        ,ME,4769,78,333,23.4
5763,CENTRAL GEORGIA TECHNICAL COLLEGE                                ,80 COHEN WALKER DRIVE                             ,WARNER ROBINS       ,GA,31088,58,266,21.8
6136,NATIONAL AVIATION ACADEMY - NEW ENGLAND                          ,130 BAKER AVENUE EXTENSION                        ,CONCORD             ,MA,1742,25,156,16
6165,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH          ,1237 NORTH MISSION ROAD                           ,LOS ANGELES         ,CA,90033,1,71,1.4
6191,SAINT VINCENT'S COLLEGE                                          ,2800 MAIN STREET                                  ,BRIDGEPORT          ,CT,6606,4,211,1.8
6214,BLESSING HOSPITAL                                                ,BROADWAY AT 11TH STREET                           ,QUINCY              ,IL,62301,1,68,1.4
6225,TRINITY COLLEGE OF NURSING & HEALTH SCIENCES                     ,2122 25TH AVENUE                                  ,ROCK ISLAND         ,IL,61201,2,98,2
6228,METHODIST COLLEGE                                                ,7600 ACADEMIC DRIVE                               ,PEORIA              ,IL,61615,5,166,3
6240,SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING                  ,511 NORTH EAST GREENLEAF STREET                   ,PEORIA              ,IL,61603,4,118,3.3
6257,SAINT ELIZABETH SCHOOL OF NURSING                                ,1508 TIPPECANOE STREET                            ,LAFAYETTE           ,IN,47904,2,95,2.1
6273,MERCY COLLEGE OF HEALTH SCIENCES                                 ,928 SIXTH AVENUE                                  ,DES MOINES          ,IA,50309,19,421,4.5
6305,MAINE COLLEGE OF HEALTH PROFESSIONS                              ,70 MIDDLE STREET                                  ,LEWISTON            ,ME,4243,3,102,2.9
6322,SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING         ,680 CENTRE STREET                                 ,BROCKTON            ,MA,2302,5,179,2.7
6324,LABOURE COLLEGE                                                  ,303 ADAMS STREET                                  ,MILTON              ,MA,2126,13,262,4.9
6331,LAWRENCE MEMORIAL HOSPITAL SCHOOL OF NURSING                     ,170 GOVERNORS AVENUE                              ,MEDFORD             ,MA,2155,1,141,0.7
6385,CHAMBERLAIN COLLEGE OF NURSING                                   ,1221 NORTH SWIFT ROAD                             ,ADDISON             ,IL,60101,180,4617,3.8
6389,GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE              ,4483 DUNCAN                        MAILSTOP 90-36-,SAINT LOUIS         ,MO,63110,3,361,0.8
6392,RESEARCH MEDICAL CENTER                                          ,2316 EAST MEYER BOULEVARD                         ,KANSAS CITY         ,MO,64132,2,96,2
6399,BRYAN COLLEGE OF HEALTH SCIENCES                                 ,5035 EVERETT STREET                               ,LINCOLN             ,NE,68506,3,132,2.2
6404,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH            ,JOSIE HARPER CAMPUS                720 NORTH 87TH ,OMAHA               ,NE,68114,6,286,2
6417,HOLY NAME MEDICAL CENTER SCHOOL OF NURSING                       ,690 TEANECK ROAD                                  ,TEANECK             ,NJ,7666,2,68,2.9
6421,JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCH,PARK AVENUE & RANDOLPH ROAD                       ,PLAINFIELD          ,NJ,7061,3,218,1.3
6435,ARNOT OGDEN MEDICAL CENTER                                       ,600 ROE AVENUE                                    ,ELMIRA              ,NY,14905,3,72,4.1
6438,PHILLIPS SCHOOL OF NURSING AT MOUNT SINAI BETH ISRAEL            ,"776 6TH AVENUE  4TH FLOOR, SUITE 4A               ",NEW YORK            ,NY,10001,1,71,1.4
6443,COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP            ,967 NORTH BROADWAY                                ,YONKERS             ,NY,10701,1,100,1
6445,BILL AND SANDRA POMEROY COLLEGE OF NURSING AT CROUSE HOSPITAL    ,736 IRVING AVENUE                                 ,SYRACUSE            ,NY,13210,4,100,4
6448,"ELLIS MEDICINE, THE BELANGER SCHOOL OF NURSING                   ",650 MCCLELLAN STREET                              ,SCHENECTADY         ,NY,12304,1,42,2.3
6461,SAINT ELIZABETH MEDICAL CENTER                                   ,2209 GENESEE STREET                               ,UTICA               ,NY,13501,2,129,1.5
6467,SAINT JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH ,206 PROSPECT AVENUE                               ,SYRACUSE            ,NY,13203,1,148,0.6
6477,CABARRUS COLLEGE OF HEALTH SCIENCES                              ,401 MEDICAL PARK DRIVE                            ,CONCORD             ,NC,28025,11,175,6.2
6478,MERCY SCHOOL OF NURSING                                          ,701-B FOREST POINT CIRCLE                         ,CHARLOTTE           ,NC,28273,0,42,0
6487,AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES                   ,2600 6TH STREET SOUTHWEST                         ,CANTON              ,OH,44710,5,137,3.6
6489,CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES                    ,2139 AUBURN AVENUE                                ,CINCINNATI          ,OH,45219,2,86,2.3
6494,GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE             ,375 DIXMYTH AVENUE                                ,CINCINNATI          ,OH,45220,6,124,4.8
6507,TRINITY HEALTH SYSTEM SCHOOL OF NURSING                          ,380 SUMMIT AVENUE                                 ,STEUBENVILLE        ,OH,43952,0,43,0
6534,CITIZENS SCHOOL OF NURSING                                       ,651 FOURTH AVENUE                                 ,NEW KENSINGTON      ,PA,15068,6,93,6.4
6537,CONEMAUGH MEMORIAL MEDICAL CENTER                                ,1086 FRANKLIN STREET                              ,JOHNSTOWN           ,PA,15905,2,87,2.2
6551,ST MARGARET MEMORIAL HOSPITAL SCHOOL OF NURSING                  ,221 SEVENTH STREET                 SUITE 100      ,PITTSBURGH          ,PA,15238,5,76,6.5
6560,OHIO VALLEY GENERAL HOSPITAL SCHOOL OF NURSING                   ,25 HECKEL ROAD                                    ,MCKEES ROCKS        ,PA,15136,4,38,10.5
6565,READING HOSPITAL SCHOOL OF HEALTH SCIENCES                       ,6TH AVENUE & SPRUCE STREET                        ,WEST READING        ,PA,19611,7,156,4.4
6574,"ST. LUKE'S HOSPITAL OF BETHLEHEM, PA                             ",801 OSTRUM STREET                                 ,BETHLEHEM           ,PA,18015,4,97,4.1
6577,UPMC SHADYSIDE                                                   ,5230 CENTRE AVENUE                                ,PITTSBURGH          ,PA,15232,13,161,8
6578,SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING                  ,740 EAST STATE STREET                             ,SHARON              ,PA,16146,1,35,2.8
6582,WASHINGTON HOSPITAL (THE)                                        ,155 WILSON AVENUE                                 ,WASHINGTON          ,PA,15301,2,93,2.1
6583,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING                  ,4900 FRIENDSHIP AVENUE                            ,PITTSBURGH          ,PA,15224,0,42,0
6591,ST. JOSEPH SCHOOL OF NURSING                                     ,200 HIGH SERVICE AVENUE                           ,NORTH PROVIDENCE    ,RI,2904,0,41,0
6606,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS               ,8400 DATAPOINT DRIVE                              ,SAN ANTONIO         ,TX,78229,12,273,4.3
6612,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH                     ,1919 FRANKFORD AVENUE                             ,LUBBOCK             ,TX,79407,4,109,3.6
6622,JEFFERSON COLLEGE OF HEALTH SCIENCES                             ,101 ELM AVENUE SE                                 ,ROANOKE             ,VA,24013,15,362,4.1
6639,BELLIN COLLEGE                                                   ,3201 EATON ROAD                                   ,GREEN BAY           ,WI,54311,1,95,1
6656,COLLEGE OF DU PAGE                                               ,425 FAWELL BOULEVARD                              ,GLEN ELLYN          ,IL,60137,311,2356,13.2
6666,LUTHERAN SCHOOL OF NURSING                                       ,3547 SOUTH JEFFERSON                              ,SAINT LOUIS         ,MO,63118,0,67,0
6677,MCGILL UNIVERSITY                                                ,845 SHERBROOKE STREET WEST                        ,MONTREAL            ,FC,H3A  ,9,300,3
6679,QUEEN'S UNIVERSITY AT KINGSTON                                   ,99 UNIVERSITY AVENUE                              ,KINGSTON            ,FC,K7L  ,1,37,2.7
6683,UNIVERSITY OF GUELPH                                             ,UNIVERSITY CENTRE                  50 STONE RD EAS,GUELPH              ,FC,N1G 2,1,35,2.8
6684,UNIVERSITY OF MANITOBA                                           ,"ROOM 201, ADMINISTRATION BUILDING  66 CHANCELLORS ",WINNIPEG            ,FC,R3T  ,3,27,11.1
6688,UNIVERSITY OF TORONTO                                            ,27 KING'S COLLEGE CIRCLE                          ,TORONTO             ,FC,M5S 1,1,104,0.9
6689,UNIVERSITY OF WINDSOR                                            ,401 SUNSET AVENUE                                 ,WINDSOR             ,FC,N9B  ,5,52,9.6
6692,UNIVERSITY OF LEEDS                                              ,WOODHOUSE LANE                                    ,LEEDS               ,FC,LS2 9,1,49,2
6693,UNIVERSITY OF LONDON - LONDON SCHOOL OF ECONOMICS & POLITICAL SCI,HOUGHTON STREET                                   ,LONDON              ,FC,WC2A ,5,287,1.7
6694,UNIVERSITY OF LONDON - SCHOOL OF ORIENTAL & AFRICAN STUDIES      ,THORNHAUGH STREET RUSSELL SQUARE                  ,LONDON              ,FC,WC1H ,4,90,4.4
6695,UNIVERSITY OF LONDON - UNIVERSITY COLLEGE LONDON                 ,GOWER STREET                                      ,LONDON              ,FC,WC1E ,2,179,1.1
6697,QUEEN MARY UNIVERSITY OF LONDON                                  ,MILE END ROAD                                     ,LONDON              ,FC,E1 4N,2,33,6
6699,UNIVERSITY OF SUSSEX                                             ,FALMER                                            ,BRIGHTON            ,FC,BN1  ,0,37,0
6700,UNIVERSITY OF YORK                                               ,HESLINGTON                                        ,YORK                ,FC,YO10 ,0,48,0
6704,UNIVERSITY COLLEGE CORK                                          ,WESTERN ROAD                                      ,CORK                ,FC,CORK ,2,44,4.5
6720,COLLEGE OF ALAMEDA                                               ,555 RALPH APPEZZATO MEMORIAL PKY                  ,ALAMEDA             ,CA,94501,7,40,17.5
6725,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER                    ,62 SOUTH DUNLAP SUITE 200                         ,MEMPHIS             ,TN,38163,306,5547,5.5
6731,CASA LOMA COLLEGE                                                ,6725 KESTER AVENUE                                ,VAN NUYS            ,CA,91405,24,441,5.4
6750,VALENCIA COLLEGE                                                 ,1800 SOUTH KIRKMAN ROAD                           ,ORLANDO             ,FL,32802,1347,7905,17
6753,ILLINOIS CENTRAL COLLEGE                                         ,1 COLLEGE DRIVE                                   ,EAST PEORIA         ,IL,61635,376,1869,20.1
6755,BROWN MACKIE COLLEGE (THE)                                       ,2106 SOUTH 9TH. STREET                            ,SALINA              ,KS,67401,4760,26373,18
6760,UNIVERSITY OF MAINE - AUGUSTA                                    ,46 UNIVERSITY DRIVE                               ,AUGUSTA             ,ME,4330,316,1661,19
6768,MID MICHIGAN COMMUNITY COLLEGE                                   ,1375 SOUTH CLARE AVENUE                           ,HARRISON            ,MI,48625,280,1631,17.1
6771,COLLEGE FOR CREATIVE STUDIES                                     ,201 EAST KIRBY                                    ,DETROIT             ,MI,48202,21,381,5.5
6775,RAINY RIVER COMMUNITY COLLEGE                                    ,1501 HIGHWAY 71                                   ,INTERNATIONAL FALLS ,MN,56649,38,113,33.6
6777,FLATHEAD VALLEY COMMUNITY COLLEGE                                ,777 GRANDVIEW DRIVE                               ,KALISPELL           ,MT,59901,77,601,12.8
6782,GENESEE COMMUNITY COLLEGE                                        ,ONE COLLEGE ROAD                                  ,BATAVIA             ,NY,14020,197,1327,14.8
6785,SCHENECTADY COUNTY COMMUNITY COLLEGE                             ,78 WASHINGTON AVENUE                              ,SCHENECTADY         ,NY,12305,201,1054,19
6787,CLINTON COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES    ,136 CLINTON POINT DRIVE                           ,PLATTSBURGH         ,NY,12901,107,710,15
6788,TOMPKINS CORTLAND COMMUNITY COLLEGE                              ,170 NORTH STREET                   PO BOX 139     ,DRYDEN              ,NY,13053,226,1419,15.9
6789,COLUMBIA - GREENE COMMUNITY COLLEGE - SUNY OFFICE OF CMNTY COLLEG,4400 ROUTE 23                                     ,HUDSON              ,NY,12534,52,379,13.7
6791,SUNY COLLEGE AT PURCHASE                                         ,735 ANDERSON HILL ROAD                            ,PURCHASE            ,NY,10577,49,949,5.1
6799,CRAVEN COMMUNITY COLLEGE                                         ,800 COLLEGE COURT                                 ,NEW BERN            ,NC,28562,32,226,14.1
6804,LAKELAND COMMUNITY COLLEGE                                       ,7700 CLOCKTOWER DRIVE                             ,KIRTLAND            ,OH,44094,405,2197,18.4
6807,COMMUNITY COLLEGE OF BEAVER COUNTY                               ,ONE CAMPUS DRIVE                                  ,MONACA              ,PA,15061,106,698,15.1
6810,LEHIGH CARBON COMMUNITY COLLEGE                                  ,4525 EDUCATION PARK DRIVE                         ,SCHNECKSVILLE       ,PA,18078,198,1449,13.6
6811,LUZERNE COUNTY COMMUNITY COLLEGE                                 ,1333 SOUTH PROSPECT STREET                        ,NANTICOKE           ,PA,18634,147,1235,11.9
6815,ORANGEBURG - CALHOUN TECHNICAL COLLEGE                           ,3250 SAINT MATTHEWS ROAD                          ,ORANGEBURG          ,SC,29118,177,714,24.7
6819,BLUE RIDGE COMMUNITY COLLEGE                                     ,1 COLLEGE LANE                                    ,WEYERS CAVE         ,VA,24486,100,517,19.3
6835,DYERSBURG STATE COMMUNITY COLLEGE                                ,1510 LAKE ROAD                                    ,DYERSBURG           ,TN,38025,186,795,23.3
6836,MOTLOW STATE COMMUNITY COLLEGE                                   ,6015 LEDFORD MILL ROAD                            ,TULLAHOMA           ,TN,37388,90,485,18.5
6838,DALHOUSIE UNIVERSITY                                             ,6299 SOUTH STREET RM. 125                         ,HALIFAX             ,FC,B3H  ,2,30,6.6
6839,UNIVERSITY OF EDINBURGH                                          ,"OLD COLLEGE, SOUTH BRIDGE                         ",EDINBURGH           ,FC,EH8 9,7,295,2.3
6842,UNIVERSITY OF DUBLIN TRINITY COLLEGE                             ,COLLEGE STREET                                    ,DUBLIN 2            ,FC,     ,1,87,1.1
6858,UNITY COLLEGE                                                    ,90 QUAKER HILL ROAD                               ,UNITY               ,ME,4988,10,190,5.2
6865,CAMDEN COUNTY COLLEGE                                            ,200 COLLEGE DRIVE                                 ,BLACKWOOD           ,NJ,8012,283,1941,14.5
6867,COLUMBUS STATE COMMUNITY COLLEGE                                 ,550 EAST SPRING STREET                            ,COLUMBUS            ,OH,43215,2627,12290,21.3
6871,THOMAS NELSON COMMUNITY COLLEGE                                  ,99 THOMAS NELSON DRIVE                            ,HAMPTON             ,VA,23666,186,1497,12.4
6895,UNIVERSITY OF NEBRASKA MEDICAL CENTER                            ,984265 NEBRASKA MEDICAL CENTER                    ,OMAHA               ,NE,68198,6,702,0.8
6901,ROWAN COLLEGE AT GLOUCESTER COUNTY                               ,1400 TANYARD                                      ,SEWELL              ,NJ,8080,66,714,9.2
6911,MONTGOMERY COLLEGE                                               ,900 HUNGERFORD DRIVE                              ,ROCKVILLE           ,MD,20850,163,1643,9.9
6931,WAUBONSEE COMMUNITY COLLEGE                                      ,ROUTE 47 AT WAUBONSEE DRIVE                       ,SUGAR GROVE         ,IL,60554,138,896,15.4
6938,LINN-BENTON COMMUNITY COLLEGE                                    ,6500 PACIFIC BOULEVARD SOUTHWEST                  ,ALBANY              ,OR,97321,366,1917,19
6941,DALLAS CHRISTIAN COLLEGE                                         ,2700 CHRISTIAN PARKWAY                            ,DALLAS              ,TX,75234,10,105,9.5
6942,MID-AMERICA CHRISTIAN UNIVERSITY                                 ,3500 SOUTHWEST 119TH STREET                       ,OKLAHOMA CITY       ,OK,73170,83,801,10.3
6949,KALAMAZOO VALLEY COMMUNITY COLLEGE                               ,6767 WEST O AVE                                   ,KALAMAZOO           ,MI,49009,749,3095,24.2
6951,UNIVERSITY OF SOUTH CAROLINA UPSTATE                             ,800 UNIVERSITY WAY                                ,SPARTANBURG         ,SC,29303,150,1719,8.7
6960,MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE                        ,1755 US HIGHWAY 68                                ,MAYSVILLE           ,KY,41056,287,995,28.8
6961,JEFFERSON COMMUNITY AND TECHNICAL COLLEGE                        ,109 EAST BROADWAY                                 ,LOUISVILLE          ,KY,40202,887,3543,25
6962,HAZARD COMMUNITY AND TECHNICAL COLLEGE                           ,ONE COMMUNITY COLLEGE DRIVE                       ,HAZARD              ,KY,41701,209,657,31.8
6973,CANADA COLLEGE                                                   ,4200 FARM HILL BOULEVARD                          ,REDWOOD CITY        ,CA,94061,7,65,10.7
6975,LINCOLN UNIVERSITY                                               ,401 15TH STREET                                   ,OAKLAND             ,CA,94612,10,84,11.9
6977,GREAT BASIN COLLEGE                                              ,1500 COLLEGE PARKWAY                              ,ELKO                ,NV,89801,50,253,19.7
6982,NAUGATUCK VALLEY COMMUNITY COLLEGE                               ,750 CHASE PARKWAY                                 ,WATERBURY           ,CT,6708,26,298,8.7
7012,SAMUEL MERRITT UNIVERSITY                                        ,450 30TH STREET                    SUITE 2840     ,OAKLAND             ,CA,94609,5,610,0.8
7022,CUNY LEHMAN COLLEGE                                              ,250 BEDFORD PARK BOULEVARD WEST                   ,BRONX               ,NY,10468,83,1506,5.5
7026,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI                          ,"ONE GUSTAVE L LEVY PLACE,          BOX 1002       ",NEW YORK            ,NY,10029,2,147,1.3
7032,MIDAMERICA NAZARENE UNIVERSITY                                   ,2030 EAST COLLEGE WAY                             ,OLATHE              ,KS,66062,39,721,5.4
7035,KETTERING COLLEGE                                                ,3737 SOUTHERN BOULEVARD                           ,KETTERING           ,OH,45429,11,322,3.4
7047,LOS ANGELES SOUTHWEST COLLEGE                                    ,1600 WEST IMPERIAL HIGHWAY                        ,LOS ANGELES         ,CA,90047,19,79,24
7050,BELLUS ACADEMY                                                   ,1520 EAST PLAZA BOULEVARD                         ,NATIONAL CITY       ,CA,91950,13,141,9.2
7085,MOUNT VERNON NAZARENE UNIVERSITY                                 ,800 MARTINSBURG ROAD                              ,MOUNT VERNON        ,OH,43050,32,746,4.2
7087,ABINGTON MEMORIAL HOSPITAL DIXON SCHOOL OF NURSING               ,2500 MARYLAND ROAD                 SUITE 200      ,WILLOW GROVE        ,PA,19090,6,118,5
7096,COLLEGE OF THE MAINLAND                                          ,1200 AMBURN ROAD                                  ,TEXAS CITY          ,TX,77591,15,108,13.8
7108,UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS                   ,39 PONCE DE LEON AVENUE                           ,RIO PIEDRAS         ,PR,931,28,413,6.7
7109,SUNY COLLEGE AT OLD WESTBURY                                     ,223 STORE HILL ROAD                               ,OLD WESTBURY        ,NY,11568,80,1027,7.7
